title,authors__001,authors__002,authors__003,publish_date,keywords__001,keywords__002,keywords__003,keywords__004,keywords__005,keywords__006,keywords__007,keywords__008,keywords__009,keywords__010,keywords__011,keywords__012,keywords__013,keywords__014,keywords__015,keywords__016,keywords__017,keywords__018,keywords__019,keywords__020
"Possible mutations, unusual symptoms among unsolved COVID-19 mysteries: Scientists",,,,2020-05-28 16:44:29+05:30,spike,virus,scientists,possible,covid19,test,unusual,patients,unsolved,mysteries,mutations,study,vaccine,sarscov2,dengue,protein,symptoms,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Twitterati weigh in after Donald Trump visits Kennedy Space Centre without mask on,,,,2020-05-28 16:37:50+05:30,president,kennedy,donald,space,twitterati,spacex,launch,centre,masks,ivanka,mask,trump,wearing,weigh,27,visits,,,,
Twitterati weigh in after Donald Trump visits Kennedy Space Centre without mask on,,,,2020-05-28 16:37:50+05:30,president,kennedy,donald,space,twitterati,spacex,launch,centre,masks,ivanka,mask,trump,wearing,weigh,27,visits,,,,
Blue Tigers set out to help Amphan-affected West Bengal,,,,2020-05-28 16:35:42+05:30,tigers,west,blue,amphanaffected,paul,affected,kotal,source,help,bengal,subrata,pronay,set,pritam,mondal,,,,,
Blue Tigers set out to help Amphan-affected West Bengal,,,,2020-05-28 16:35:42+05:30,tigers,west,blue,amphanaffected,paul,affected,kotal,source,help,bengal,subrata,pronay,set,pritam,mondal,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
Statutory provisions on reporting by media of the cases involving sexual offences,,,,2018-04-24 13:13:12+05:30,identity,offence,statutory,media,cases,involving,liable,offences,subsection,provisions,victim,writing,shall,sexual,court,reporting,,,,
Statutory provisions on reporting by media of the cases involving sexual offences,,,,2018-04-24 13:13:12+05:30,identity,offence,statutory,media,cases,involving,liable,offences,subsection,provisions,victim,writing,shall,sexual,court,reporting,,,,
"Indian Express Covid-19 Tracker: India’s state-wise and global cases, deaths and recoveries",,,,2020-05-28 08:15:42+05:30,deaths,indias,india,pradesh,nadu,state,recoveries,indian,covid19,cases,statewise,coronavirus,express,number,tracker,tamil,global,,,
"Noida will now seal single towers, not entire societies",Amil Bhatnagar,,,2020-05-28 08:41:22+05:30,delhi,list,housing,entire,cases,residents,societies,single,seal,zone,noida,case,towers,zones,containment,,,,,
"In highest 24-hour spike, Delhi records 792 cases",Astha Saxena,,,2020-05-28 05:58:49+05:30,deaths,recovery,spike,delhi,national,highest,health,cases,beds,792,covid,rate,disease,24hour,records,,,,,
Supreme Court to Govt: Why can’t private hospitals provide free Covid treatment,Ananthakrishnan G,,,2020-05-28 05:43:27+05:30,supreme,hospitals,tushar,treat,free,covid19,govt,treatment,insurance,centre,provide,patients,cant,court,private,submitted,covid,,,
"Slow start for autos, many unsure of business with just 1 passenger allowed",Abhinav Rajput,,,2020-05-28 05:32:14+05:30,slow,start,delhi,allowed,driver,business,rs,indian,passenger,sah,lives,auto,autos,rent,sheet,unsure,,,,
"Rs 3-16 lakh: in Covid bills, drug cost, PPE are main unknowns",Kaunain Sheriff M,,,2020-05-28 07:12:38+05:30,bills,cost,rs,main,ppe,test,drug,316,patients,lakh,day,unknowns,icu,ranges,range,covid,,,,
Among Gurgaon RWA rules: ‘Domestic helps shouldn’t touch lift,Sakshi Dayal,,,2020-05-28 05:44:02+05:30,gardeners,rules,gurgaon,test,cbc,work,lift,residents,touch,workers,helps,shouldnt,domestic,drivers,rwa,,,,,
"An anguished lullaby, fights for seats, water: 24 hours on a Shramik Special",P Anand,Written P Anand,Hyderabad,2020-05-28 13:30:26+05:30,fights,anguished,train,dead,bus,lullaby,hours,water,seats,way,seat,24,udhna,station,special,shramik,thought,gandhinagar,,
"As buses start plying, migrants try to leave again, stopped again",Sourav Roy Barman,,,2020-05-28 05:08:31+05:30,migrants,start,delhi,bus,stopped,plying,department,try,vihar,lakh,buses,leave,transport,work,trains,,,,,
Three of four kits local as India tests 1 lakh plus for the second day,Abantika Ghosh,,,2020-05-21 08:41:01+05:30,plus,local,vtm,selfsufficiency,kits,tests,covid19,samples,cases,day,lakh,domestic,second,testing,states,india,,,,
Three of four kits local as India tests 1 lakh plus for the second day,Abantika Ghosh,,,2020-05-21 08:41:01+05:30,plus,local,vtm,selfsufficiency,kits,tests,covid19,samples,cases,day,lakh,domestic,second,testing,states,india,,,,
"‘(To create jobs) we have increased MGNREGA allocation, will spend over Rs 1 lakh cr this fiscal’: Agri minister",Harikishan Sharma,,,2020-05-21 07:25:10+05:30,minister,rs,crore,indian,fiscal,labourers,farmers,express,spend,centre,mgnrega,lakh,jobs,increased,narendra,states,create,cr,,
"‘(To create jobs) we have increased MGNREGA allocation, will spend over Rs 1 lakh cr this fiscal’: Agri minister",Harikishan Sharma,,,2020-05-21 07:25:10+05:30,minister,rs,crore,indian,fiscal,labourers,farmers,express,spend,centre,mgnrega,lakh,jobs,increased,narendra,states,create,cr,,
UP’s Barabanki records 95 cases— highest single-day surge recorded in state,Avaneesh Mishra,,,2020-05-21 03:03:58+05:30,tested,possible,district,remaining,singleday,ups,state,highest,95,reported,migrants,pradesh,recorded,persons,surge,positive,records,cases,barabanki,
UP’s Barabanki records 95 cases— highest single-day surge recorded in state,Avaneesh Mishra,,,2020-05-21 03:03:58+05:30,tested,possible,district,remaining,singleday,ups,state,highest,95,reported,migrants,pradesh,recorded,persons,surge,positive,records,cases,barabanki,
Maharashtra: New bureau to hire more locals in industries,Sandeep A Ashar,,,2020-05-21 03:00:36+05:30,employment,hire,uddhav,locals,state,minister,bureau,migrant,industries,labour,workers,maharashtra,zones,,,,,,,
Maharashtra: New bureau to hire more locals in industries,Sandeep A Ashar,,,2020-05-21 03:00:36+05:30,employment,hire,uddhav,locals,state,minister,bureau,migrant,industries,labour,workers,maharashtra,zones,,,,,,,
Indigenous RNA extraction kit set to go into mass production,Esha Roy,,,2020-05-21 02:55:08+05:30,cost,production,kits,indian,tests,mass,extraction,rs,price,medical,set,rna,kit,indigenous,dr,,,,,
Indigenous RNA extraction kit set to go into mass production,Esha Roy,,,2020-05-21 02:55:08+05:30,cost,production,kits,indian,tests,mass,extraction,rs,price,medical,set,rna,kit,indigenous,dr,,,,,
"Over 42,000 exit Kerala: ‘We don’t want migrants to leave, will offer all facilities,’ says minister",Shaju Philip,,,2020-05-21 02:59:13+05:30,migrants,facilities,west,pradesh,dont,state,minister,42000,migrant,returned,offer,exit,workers,kerala,uttar,leave,states,work,,
"Over 42,000 exit Kerala: ‘We don’t want migrants to leave, will offer all facilities,’ says minister",Shaju Philip,,,2020-05-21 02:59:13+05:30,migrants,facilities,west,pradesh,dont,state,minister,42000,migrant,returned,offer,exit,workers,kerala,uttar,leave,states,work,,
"As migrants return to Chhattisgarh, focus on MGNREGA, quarantine infra",Dipankar Ghose,,,2020-05-21 03:10:15+05:30,migrants,income,return,land,state,officials,official,chhattisgarh,mgnrega,lakh,focus,infra,panchayat,quarantine,village,work,,,,
"As migrants return to Chhattisgarh, focus on MGNREGA, quarantine infra",Dipankar Ghose,,,2020-05-21 03:10:15+05:30,migrants,income,return,land,state,officials,official,chhattisgarh,mgnrega,lakh,focus,infra,panchayat,quarantine,village,work,,,,
"Coronavirus May 22 Highlights: Doubling time down from 3.5 days to 13.5 days in lockdown, says Govt",,,,2020-05-23 10:42:11+05:30,ministry,22,travel,govt,highlights,lockdown,coronavirus,135,total,cent,cases,doubling,35,patients,discharged,india,days,virus,,
"Coronavirus May 22 Highlights: Doubling time down from 3.5 days to 13.5 days in lockdown, says Govt",,,,2020-05-23 10:42:11+05:30,ministry,22,travel,govt,highlights,lockdown,coronavirus,135,total,cent,cases,doubling,35,patients,discharged,india,days,virus,,
"Back from top study hubs in Covid-19 wake, teachers from Bihar plan to stay",Santosh Singh,,,2020-05-21 02:07:26+05:30,coaching,stay,kumar,wake,covid19,hubs,lockdown,patna,express,teachers,institutes,study,parents,plan,kota,bihar,,,,
"Back from top study hubs in Covid-19 wake, teachers from Bihar plan to stay",Santosh Singh,,,2020-05-21 02:07:26+05:30,coaching,stay,kumar,wake,covid19,hubs,lockdown,patna,express,teachers,institutes,study,parents,plan,kota,bihar,,,,
16 dead on rail tracks: Umaria Collector seeks to prosecute firm,,,,2020-05-21 01:57:21+05:30,collector,train,dead,16,photographs,tracks,migrant,seeks,latest,indian,workers,rail,firm,goods,aurangabad,prosecute,umaria,,,
16 dead on rail tracks: Umaria Collector seeks to prosecute firm,,,,2020-05-21 01:57:21+05:30,collector,train,dead,16,photographs,tracks,migrant,seeks,latest,indian,workers,rail,firm,goods,aurangabad,prosecute,umaria,,,
Law on domicile conditions for J&K jobs gets Cabinet nod,,,,2020-05-21 01:51:25+05:30,jammu,ministry,jk,cabinet,union,territory,act,gets,kashmir,order,jobs,domicile,law,conditions,nod,notified,,,,
Law on domicile conditions for J&K jobs gets Cabinet nod,,,,2020-05-21 01:51:25+05:30,jammu,ministry,jk,cabinet,union,territory,act,gets,kashmir,order,jobs,domicile,law,conditions,nod,notified,,,,
Buses return after Priyanka recalls offer; UP Congress chief held in bus row after bail,,,,2020-05-21 01:48:58+05:30,rajasthan,return,held,stranded,row,recalls,bus,lallu,offer,chief,gandhi,vadra,day,congress,buses,lucknow,priyanka,court,,
Buses return after Priyanka recalls offer; UP Congress chief held in bus row after bail,,,,2020-05-21 01:48:58+05:30,rajasthan,return,held,stranded,row,recalls,bus,lallu,offer,chief,gandhi,vadra,day,congress,buses,lucknow,priyanka,court,,
Congress asks govt to explain cost-benefit ratio of ‘unplanned lockdown’,,,,2020-05-21 01:44:51+05:30,suddenly,deaths,indian,govt,costbenefit,lockdown,asks,imposed,cases,express,ratio,spread,congress,testing,singhvi,explain,unplanned,,,
Congress asks govt to explain cost-benefit ratio of ‘unplanned lockdown’,,,,2020-05-21 01:44:51+05:30,suddenly,deaths,indian,govt,costbenefit,lockdown,asks,imposed,cases,express,ratio,spread,congress,testing,singhvi,explain,unplanned,,,
"Cyclone Amphan: Worst over, Odisha assesses damage",Dipankar Ghose,,,2020-05-21 01:42:21+05:30,bhadrak,cyclone,amphan,affected,indian,worst,express,odisha,landfall,official,assesses,damage,,,,,,,,
"Cyclone Amphan: Worst over, Odisha assesses damage",Dipankar Ghose,,,2020-05-21 01:42:21+05:30,bhadrak,cyclone,amphan,affected,indian,worst,express,odisha,landfall,official,assesses,damage,,,,,,,,
"Atmanirbhar Bharat: In 2 schemes worth Rs 30,000 crore, 40% funding to come from states",Harikishan Sharma,,,2020-05-21 22:31:41+05:30,pmmsy,share,sector,rs,crore,worth,atmanirbhar,40,development,scheme,bharat,come,central,fisheries,funding,schemes,states,india,,
"Atmanirbhar Bharat: In 2 schemes worth Rs 30,000 crore, 40% funding to come from states",Harikishan Sharma,,,2020-05-21 22:31:41+05:30,pmmsy,share,sector,rs,crore,worth,atmanirbhar,40,development,scheme,bharat,come,central,fisheries,funding,schemes,states,india,,
COVID-19: Cases linked to Chennai’s Koyambedu on rise in Andhra,Sreenivas Janyala,,,2020-05-21 07:45:44+05:30,chittoor,vegetable,pradesh,chennais,andhra,covid19,cases,koyambedu,market,district,wholesale,rise,reported,related,linked,,,,,
COVID-19: Cases linked to Chennai’s Koyambedu on rise in Andhra,Sreenivas Janyala,,,2020-05-21 07:45:44+05:30,chittoor,vegetable,pradesh,chennais,andhra,covid19,cases,koyambedu,market,district,wholesale,rise,reported,related,linked,,,,,
Congress leader arrested for ‘hurting Hindu sentiments’ after tweet on Yogi Adityanath,,,,2020-05-21 01:30:23+05:30,karnal,yogi,minister,migrant,sentiments,religious,hurting,words,leader,hindu,punia,workers,arrested,pankajpuniainc,adityanath,congress,,,,
Congress leader arrested for ‘hurting Hindu sentiments’ after tweet on Yogi Adityanath,,,,2020-05-21 01:30:23+05:30,karnal,yogi,minister,migrant,sentiments,religious,hurting,words,leader,hindu,punia,workers,arrested,pankajpuniainc,adityanath,congress,,,,
"Two weeks on, 700 quarantined in J&K’s Ramban wait for Covid test results",Arun Sharma,,,2020-05-21 07:48:25+05:30,jks,ramban,union,test,700,results,territory,samples,returned,wait,punjab,reports,quarantine,weeks,waits,quarantined,covid,,,
"Two weeks on, 700 quarantined in J&K’s Ramban wait for Covid test results",Arun Sharma,,,2020-05-21 07:48:25+05:30,jks,ramban,union,test,700,results,territory,samples,returned,wait,punjab,reports,quarantine,weeks,waits,quarantined,covid,,,
"Demand hit, dairy co-ops pay less for milk they buy",Harikishan Sharma,,,2020-05-21 07:42:23+05:30,hit,procuring,llpd,litre,rs,coops,buy,fat,cooperative,pay,demand,dairy,milk,procurement,dairies,,,,,
"Demand hit, dairy co-ops pay less for milk they buy",Harikishan Sharma,,,2020-05-21 07:42:23+05:30,hit,procuring,llpd,litre,rs,coops,buy,fat,cooperative,pay,demand,dairy,milk,procurement,dairies,,,,,
"Two BSF men killed in Srinagar attack, weapons snatched",Adil Akhzer,,,2020-05-21 01:42:23+05:30,srinagar,killed,indian,injuries,militants,bsf,attack,hospital,personnel,pandach,weapons,men,snatched,,,,,,,
"Two BSF men killed in Srinagar attack, weapons snatched",Adil Akhzer,,,2020-05-21 01:42:23+05:30,srinagar,killed,indian,injuries,militants,bsf,attack,hospital,personnel,pandach,weapons,men,snatched,,,,,,,
HRD Minister addresses colleges LIVE Updates: New quality assessment system for online education soon,,,,2020-05-28 17:33:35+05:30,india,quality,minister,ugc,pokhriyal,students,hrd,system,soon,online,colleges,teachers,live,ramesh,education,updates,,,,
"Coronavirus India LIVE Updates: Karnataka suspends arrival of trains, flights from five states",,,,2020-05-28 18:16:05+05:30,karnataka,coronavirus,cent,suspends,arrival,states,india,updates,bills,state,rs,patients,trains,required,private,live,flights,hospital,covid,
Bollywood news on May 28: Shah Rukh Khan read AbRam his favourite book on birthday and more,Priyanka Sharma,,,2020-05-28 17:59:30+05:30,birthday,thackeray,favourite,book,shoots,youngest,khan,read,shah,rukh,film,set,months,bollywood,abram,28,son,,,
Weather Forecast Today Live Updates: Thunderstorm and rain likely in parts of UP today; Monsoon to hit Kerala by June 1,,,,2020-05-28 17:38:01+05:30,today,west,rajasthan,rain,monsoon,weather,thunderstorm,places,bengal,parts,live,kerala,western,conditions,likely,india,updates,,,
"Coronavirus India LIVE Updates: Karnataka suspends arrival of trains, flights from five states",,,,2020-05-28 18:16:05+05:30,karnataka,coronavirus,cent,suspends,arrival,states,india,updates,bills,state,rs,patients,trains,required,private,live,flights,hospital,covid,
"Coronavirus India LIVE Updates: Karnataka suspends arrival of trains, flights from five states",,,,2020-05-28 18:16:05+05:30,karnataka,coronavirus,cent,suspends,arrival,states,india,updates,bills,state,rs,patients,trains,required,private,live,flights,hospital,covid,
Monsoon to hit Kerala around June 1: IMD,,,,2020-05-28 15:38:31+05:30,hit,sea,monsoon,southwest,indian,express,system,kerala,imd,likely,sky,,,,,,,,,
Monsoon to hit Kerala around June 1: IMD,,,,2020-05-28 15:38:31+05:30,hit,sea,monsoon,southwest,indian,express,system,kerala,imd,likely,sky,,,,,,,,,
Suriya: Ponmagal Vandhal satisfied me as a viewer and producer,,,,2020-05-28 16:17:33+05:30,suriya,audience,satisfied,producer,vandhal,latest,actor,viewer,ponmagal,film,jyotika,amazon,prime,video,,,,,,
Suriya: Ponmagal Vandhal satisfied me as a viewer and producer,,,,2020-05-28 16:17:33+05:30,suriya,audience,satisfied,producer,vandhal,latest,actor,viewer,ponmagal,film,jyotika,amazon,prime,video,,,,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
What is the problem that monetisation is trying to solve?,Duvvuri Subbarao,,,2020-05-28 09:23:26+05:30,trying,rbi,monetisation,fiscal,solve,market,policy,finance,cent,omos,inflation,problem,deficit,,,,,,,
What is the problem that monetisation is trying to solve?,Duvvuri Subbarao,,,2020-05-28 09:23:26+05:30,trying,rbi,monetisation,fiscal,solve,market,policy,finance,cent,omos,inflation,problem,deficit,,,,,,,
Explained: Why do some Covid-19 patients lose their sense of smell?,Kabir Firaque,,,2020-05-28 14:22:14+05:30,cells,proteins,entry,epithelium,covid19,explained,sense,express,patients,sustentacular,olfactory,lose,butowt,studies,smell,virus,,,,
Explained: Why do some Covid-19 patients lose their sense of smell?,Kabir Firaque,,,2020-05-28 14:22:14+05:30,cells,proteins,entry,epithelium,covid19,explained,sense,express,patients,sustentacular,olfactory,lose,butowt,studies,smell,virus,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
‘MS Dhoni has earned the right to leave the game on his own terms’: Gary Kirsten,,,,2020-05-28 16:49:45+05:30,leave,sport,indian,earned,right,gary,world,dhoni,terms,skipper,ms,kirsten,game,india,cup,,,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"How Sathiyan Gnanasekara, Sharath Kamal changed Indian table tennis history at the 2018 Asian Games",Shashank Nair,Written Shashank Nair,,2020-05-28 14:48:47+05:30,history,games,changed,asian,medal,draw,indian,sharath,played,gnanasekara,match,kamal,sathiyan,table,game,india,tennis,,,
"Hemmed-in by Covid curbs, champion para archer Harvinder Singh trains at farm",Nitin Sharma,,,2020-05-28 14:48:50+05:30,farm,harvinder,singh,hemmedin,indian,district,archer,archery,para,curbs,champion,training,kaithal,village,covid,trains,,,,
"Hemmed-in by Covid curbs, champion para archer Harvinder Singh trains at farm",Nitin Sharma,,,2020-05-28 14:48:50+05:30,farm,harvinder,singh,hemmedin,indian,district,archer,archery,para,curbs,champion,training,kaithal,village,covid,trains,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
Xiaomi prepares to launch Mi laptop in India just at the right time,,,,2020-05-28 13:33:08+05:30,redmibook,company,country,mi,right,launch,prepares,laptops,notebook,india,laptop,xiaomi,,,,,,,,
"Vivo V19 review: Finally, a promising V-series phone",Sneha Saha,,,2020-05-28 12:31:57+05:30,v19,rear,review,promising,primary,saha,express,vseries,finally,sneha,camera,vivo,phone,,,,,,,
"Vivo V19 review: Finally, a promising V-series phone",Sneha Saha,,,2020-05-28 12:31:57+05:30,v19,rear,review,promising,primary,saha,express,vseries,finally,sneha,camera,vivo,phone,,,,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: Unexpected turn of events after man crashes into vehicle in China,,,,2020-05-28 15:55:03+05:30,turn,events,motorcycle,widely,platforms,china,man,media,shared,road,social,online,unexpected,watch,vehicle,crashes,video,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
Watch: ‘Guest’ monkey chases TV presenter out of studio during interview,,,,2020-05-28 15:54:21+05:30,lobna,tv,agitated,animal,presenter,guest,studio,actor,asal,interview,chases,went,watch,egyptian,monkey,,,,,
"Viral Video: Woman ‘floats’ mid-air while falling, netizens try to unravel the mystery",,,,2020-05-28 14:25:18+05:30,wrote,woman,unravel,netizens,media,shae,floats,viral,try,midair,falling,social,mystery,clip,sharing,rope,user,video,,
"Viral Video: Woman ‘floats’ mid-air while falling, netizens try to unravel the mystery",,,,2020-05-28 14:25:18+05:30,wrote,woman,unravel,netizens,media,shae,floats,viral,try,midair,falling,social,mystery,clip,sharing,rope,user,video,,
"Watch video: CNBC news anchor accuses co-host of helping Trump, on-air verbal spat goes viral",,,,2020-05-28 13:03:28+05:30,onair,sorkin,kernen,online,goes,watch,27,morning,joe,cohost,viral,100000,deaths,spat,helping,verbal,trump,thank,video,
"Watch video: CNBC news anchor accuses co-host of helping Trump, on-air verbal spat goes viral",,,,2020-05-28 13:03:28+05:30,onair,sorkin,kernen,online,goes,watch,27,morning,joe,cohost,viral,100000,deaths,spat,helping,verbal,trump,thank,video,
In TikTok’s ‘Wipe It Down’ challenge people are coming up with unique transformations,,,,2020-05-28 13:20:28+05:30,tiktoks,trending,song,self,presenting,coming,grooving,title,unique,challenge,bmw,transformations,popular,wipe,latest,,,,,
In TikTok’s ‘Wipe It Down’ challenge people are coming up with unique transformations,,,,2020-05-28 13:20:28+05:30,tiktoks,trending,song,self,presenting,coming,grooving,title,unique,challenge,bmw,transformations,popular,wipe,latest,,,,,
‘Last pillar of satire writing in Urdu literature’: Mujtaba Hussain remembered,,,,2020-05-28 17:48:36+05:30,pillar,urdu,author,mein,literature,remembered,language,writing,mujtaba,away,satire,hussain,reading,,,,,,,
‘Last pillar of satire writing in Urdu literature’: Mujtaba Hussain remembered,,,,2020-05-28 17:48:36+05:30,pillar,urdu,author,mein,literature,remembered,language,writing,mujtaba,away,satire,hussain,reading,,,,,,,
"Delhi University releases tentative schedule for UG, PG admissions",,,,2020-05-28 16:56:37+05:30,releases,schedule,ug,delhi,university,admissions,undergraduate,process,online,portal,released,pg,entrance,tentative,admission,,,,,
"Delhi University releases tentative schedule for UG, PG admissions",,,,2020-05-28 16:56:37+05:30,releases,schedule,ug,delhi,university,admissions,undergraduate,process,online,portal,released,pg,entrance,tentative,admission,,,,,
"Cricket Australia announce schedule, India series listed in it",,,,2020-05-28 16:54:11+05:30,series,australia,indian,announce,representational,cricket,summer,t20,listed,schedule,india,tour,latest,,,,,,,
"Cricket Australia announce schedule, India series listed in it",,,,2020-05-28 16:54:11+05:30,series,australia,indian,announce,representational,cricket,summer,t20,listed,schedule,india,tour,latest,,,,,,,
Vincy Premier T10 League 2020 Live Score Updates: Semifinal race heats up,,,,2020-05-28 18:15:48+05:30,view,t10,updates,score,grenadine,team,vincy,explorers,semifinal,divers,vs,spot,points,league,premier,heats,race,live,asif,
Vincy Premier T10 League 2020 Live Score Updates: Semifinal race heats up,,,,2020-05-28 18:15:48+05:30,view,t10,updates,score,grenadine,team,vincy,explorers,semifinal,divers,vs,spot,points,league,premier,heats,race,live,asif,
MP: Man hires 180-seater plane to ferry four family members to ‘avoid crowd’ at airport,,,,2020-05-28 16:49:23+05:30,hiring,20,hires,airport,ferry,family,rs,saidthe,experts,mp,delhi,avoid,plane,members,airbus320,man,crowd,aviation,cost,
MP: Man hires 180-seater plane to ferry four family members to ‘avoid crowd’ at airport,,,,2020-05-28 16:49:23+05:30,hiring,20,hires,airport,ferry,family,rs,saidthe,experts,mp,delhi,avoid,plane,members,airbus320,man,crowd,aviation,cost,
"Possible mutations, unusual symptoms among unsolved COVID-19 mysteries: Scientists",,,,2020-05-28 16:44:29+05:30,spike,virus,scientists,possible,covid19,test,unusual,patients,unsolved,mysteries,mutations,study,vaccine,sarscov2,dengue,protein,symptoms,,,
"Possible mutations, unusual symptoms among unsolved COVID-19 mysteries: Scientists",,,,2020-05-28 16:44:29+05:30,spike,virus,scientists,possible,covid19,test,unusual,patients,unsolved,mysteries,mutations,study,vaccine,sarscov2,dengue,protein,symptoms,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Say cheers to good old chaas or buttermilk this summer,,,,2020-05-28 16:40:54+05:30,plain,indian,say,drink,water,curd,old,good,summer,seeds,buttermilk,cumin,chaas,cheers,salt,add,,,,
Twitterati weigh in after Donald Trump visits Kennedy Space Centre without mask on,,,,2020-05-28 16:37:50+05:30,president,kennedy,donald,space,twitterati,spacex,launch,centre,masks,ivanka,mask,trump,wearing,weigh,27,visits,,,,
Twitterati weigh in after Donald Trump visits Kennedy Space Centre without mask on,,,,2020-05-28 16:37:50+05:30,president,kennedy,donald,space,twitterati,spacex,launch,centre,masks,ivanka,mask,trump,wearing,weigh,27,visits,,,,
